Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
An Empirical Assessment on Affective Reactions of Novice Developers When Applying Test-Driven Development,0,Simone RomanoDavide FucciMaria Teresa BaldassarreDanilo CaivanoGiuseppe Scanniello,Product-Focused Software Process Improvement,2019,,,,,,,,10.1007/978-3-030-35333-9_1,http://link.springer.com/chapter/10.1007/978-3-030-35333-9_1,
Challenges and Strategies for Undertaking Continuous Experimentation to Embedded Systems: Industry and Research Perspectives,0,David Issa MattosJan BoschHelena HolmstrÃ¶m Olsson,Agile Processes in Software Engineering and Extreme Programming,2018,,,,,,,,10.1007/978-3-319-91602-6_20,http://link.springer.com/chapter/10.1007/978-3-319-91602-6_20,
A Software Process Improvement Roadmap for IEC 62304: An Expert Review,0,Peter RustDerek FloodGilbert ReganFergal McCaffery,"Systems, Software and Services Process Improvement",2018,,,,,,,,10.1007/978-3-319-97925-0_50,http://link.springer.com/chapter/10.1007/978-3-319-97925-0_50,
A New Software Development Model: Innovation Through Mobile Application with UCD,0,Jorge EspinozaPamela LoarteCarlos EspinozaFreddy PazJuan Arenas,"Design, User Experience, and Usability: Theory and Practice",2018,,,,,,,,10.1007/978-3-319-91797-9_47,http://link.springer.com/chapter/10.1007/978-3-319-91797-9_47,
Increasing Precision of Automatically Generated Trace Links,0,Paul HÃ¼bnerBarbara Paech,Requirements Engineering: Foundation for Software Quality,2019,,,,,,,,10.1007/978-3-030-15538-4_5,http://link.springer.com/chapter/10.1007/978-3-030-15538-4_5,
Optimising Conceptual Data Models through Profiling in Object Databases,0,Tilmann ZÃ¤schkeStefania LeoneTobias GmÃ¼nderMoira C. Norrie,Conceptual Modeling,2013,,,,,,,,10.1007/978-3-642-41924-9_24,http://link.springer.com/chapter/10.1007/978-3-642-41924-9_24,
An Approach to Investigating Proactive Knowledge Retention in OSS Communities,0,Mehvish RashidPaul M. ClarkeRory V. Oâ€™Connor,"Systems, Software and Services Process Improvement",2018,,,,,,,,10.1007/978-3-319-97925-0_9,http://link.springer.com/chapter/10.1007/978-3-319-97925-0_9,
Empirical Research Plan: Effects of Sketching on Program Comprehension,0,Sebastian BaltesStefan Wagner,"Agile Processes, in Software Engineering, and Extreme Programming",2016,,,,,,,,10.1007/978-3-319-33515-5_26,http://link.springer.com/chapter/10.1007/978-3-319-33515-5_26,
A Taxonomy of Software Engineering Challenges for Machine Learning Systems: An Empirical Investigation,0,Lucy Ellen LwakatareAiswarya RajJan BoschHelena HolmstrÃ¶m OlssonIvica Crnkovic,Agile Processes in Software Engineering and Extreme Programming,2019,,,,,,,,10.1007/978-3-030-19034-7_14,http://link.springer.com/chapter/10.1007/978-3-030-19034-7_14,
Are Happy Developers More Productive?,0,Daniel GraziotinXiaofeng WangPekka Abrahamsson,Product-Focused Software Process Improvement,2013,,,,,,,,10.1007/978-3-642-39259-7_7,http://link.springer.com/chapter/10.1007/978-3-642-39259-7_7,
Feature Usage Diagram for Feature Reduction,0,Sarunas MarciuskaCigdem GencelXiaofeng WangPekka Abrahamsson,Agile Processes in Software Engineering and Extreme Programming,2013,,,,,,,,10.1007/978-3-642-38314-4_16,http://link.springer.com/chapter/10.1007/978-3-642-38314-4_16,
Source Code Metrics and Maintainability: A Case Study,0,PÃ©ter HegedÅ±sTibor BakotaLÃ¡szlÃ³ IllÃ©sGergely LadÃ¡nyiRudolf FerencTibor GyimÃ³thy,"Software Engineering, Business Continuity, and Education",2011,,,,,,,,10.1007/978-3-642-27207-3_28,http://link.springer.com/chapter/10.1007/978-3-642-27207-3_28,
ESAO: A Holistic Ecosystem-Driven Analysis Model,0,Jan BoschPetra Bosch-Sijtsema,Software Business. Towards Continuous Value Delivery,2014,,,,,,,,10.1007/978-3-319-08738-2_13,http://link.springer.com/chapter/10.1007/978-3-319-08738-2_13,
Redundant and Reliable Architecture Based on Open Source Tools for Light-Rail-Transit On-Board-Systems,0,Vincenzo Di MassaMirko DamianiMaurizio PapiniGianluca MandÃ²,"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification",2017,,,,,,,,10.1007/978-3-319-68499-4_14,http://link.springer.com/chapter/10.1007/978-3-319-68499-4_14,
Use Cases and Object Modelling Using ArgoUML,0,Wojciech ComplakAdam WojciechowskiAlok MishraDeepti Mishra,On the Move to Meaningful Internet Systems: OTM 2011 Workshops,2011,,,,,,,,10.1007/978-3-642-25126-9_35,http://link.springer.com/chapter/10.1007/978-3-642-25126-9_35,
An Open Continuous Deployment Infrastructure for a Self-driving Vehicle Ecosystem,0,Christian Berger,Open Source Systems: Integrating Communities,2016,,,,,,,,10.1007/978-3-319-39225-7_14,http://link.springer.com/chapter/10.1007/978-3-319-39225-7_14,
Towards a Real Architecture of Wireless Ad-Hoc Router on Open-Source Linux Platform,0,Quan Le-TrungMinh-Son Nguyen,Computational Science and Its Applications â€“ ICCSA 2013,2013,,,,,,,,10.1007/978-3-642-39646-5_20,http://link.springer.com/chapter/10.1007/978-3-642-39646-5_20,
A Conceptual Framework of Lean Startup Enabled Internal Corporate Venture,0,Henry Edison,Product-Focused Software Process Improvement,2015,,,,,,,,10.1007/978-3-319-26844-6_46,http://link.springer.com/chapter/10.1007/978-3-319-26844-6_46,
Brokerage for Quality Assurance and Optimisation of Cloud Services: An Analysis of Key Requirements,0,Dimitrios KourtesisKonstantinos BratanisAndreas FriesenYiannis VerginadisAnthony J. H. SimonsAlessandro RossiniAntonia SchwichtenbergPanagiotis Gouvas,Service-Oriented Computing â€“ ICSOC 2013 Workshops,2014,,,,,,,,10.1007/978-3-319-06859-6_14,http://link.springer.com/chapter/10.1007/978-3-319-06859-6_14,
Capturing Software Evolution and Change through Code Repository Smells,0,Francesca Arcelli FontanaMatteo RollaMarco Zanoni,"Agile Methods. Large-Scale Development, Refactoring, Testing, and Estimation",2014,,,,,,,,10.1007/978-3-319-14358-3_13,http://link.springer.com/chapter/10.1007/978-3-319-14358-3_13,
Search-Based Refactoring Detection Using Software Metrics Variation,0,Rim MahouachiMarouane KessentiniMel Ã“ CinnÃ©ide,Search Based Software Engineering,2013,,,,,,,,10.1007/978-3-642-39742-4_11,http://link.springer.com/chapter/10.1007/978-3-642-39742-4_11,
Assisted Behavior Driven Development Using Natural Language Processing,0,Mathias SoekenRobert WilleRolf Drechsler,"Objects, Models, Components, Patterns",2012,,,,,,,,10.1007/978-3-642-30561-0_19,http://link.springer.com/chapter/10.1007/978-3-642-30561-0_19,
Making the Right Decision: Supporting Architects with Design Decision Data,0,Jan Salvador van der VenJan Bosch,Software Architecture,2013,,,,,,,,10.1007/978-3-642-39031-9_15,http://link.springer.com/chapter/10.1007/978-3-642-39031-9_15,
Software Engineering Knowledge Areas in Startup Companies: A Mapping Study,0,Eriks KlotinsMichael UnterkalmsteinerTony Gorschek,Software Business,2015,,,,,,,,10.1007/978-3-319-19593-3_22,http://link.springer.com/chapter/10.1007/978-3-319-19593-3_22,
Decision Support for Off-the-Shelf Software Selection in Web Development Projects,0,Widura SchwittekStefan Eicker,Current Trends in Web Engineering,2012,,,,,,,,10.1007/978-3-642-35623-0_26,http://link.springer.com/chapter/10.1007/978-3-642-35623-0_26,
The Maturity of Usability Maturity Models,0,Carmen L. CarvajalAna M. Moreno,Software Process Improvement and Capability Determination,2017,,,,,,,,10.1007/978-3-319-67383-7_7,http://link.springer.com/chapter/10.1007/978-3-319-67383-7_7,
Comparison Framework for Team-Based Communication Channels,0,Camila Costa SilvaFabian GilsonMatthias Galster,Product-Focused Software Process Improvement,2019,,,,,,,,10.1007/978-3-030-35333-9_22,http://link.springer.com/chapter/10.1007/978-3-030-35333-9_22,
Proposition of Ergonomic Guidelines to Improve Usability of PLM Systems Interfaces,0,Perrine de PinelNicolas MaranzanaFrÃ©dÃ©ric SegondsSylvain LerouxVincent Frerebeau,Product Lifecycle Management for Society,2013,,,,,,,,10.1007/978-3-642-41501-2_53,http://link.springer.com/chapter/10.1007/978-3-642-41501-2_53,
Statelets: Coordination of Social Collaboration Processes,0,Vitaliy LiptchinskyRoman KhazankinHong-Linh TruongSchahram Dustdar,Coordination Models and Languages,2012,,,,,,,,10.1007/978-3-642-30829-1_1,http://link.springer.com/chapter/10.1007/978-3-642-30829-1_1,
A Space-Based Generic Pattern for Self-Initiative Load Clustering Agents,0,Eva KÃ¼hnAlexander MarekThomas SchellerVesna Sesum-CavicMichael VÃ¶glerStefan CraÃŸ,Coordination Models and Languages,2012,,,,,,,,10.1007/978-3-642-30829-1_16,http://link.springer.com/chapter/10.1007/978-3-642-30829-1_16,
Developer Dynamics and Syntactic Quality of Commit Messages in OSS Projects,0,Kuljit Kaur ChahalMunish Saini,Open Source Systems: Enterprise Software and Solutions,2018,,,,,,,,10.1007/978-3-319-92375-8_6,http://link.springer.com/chapter/10.1007/978-3-319-92375-8_6,
A Proposal for Integrating DevOps into Software Engineering Curricula,0,Christopher Jones,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2019,,,,,,,,10.1007/978-3-030-06019-0_3,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_3,
Analyzing the Tracing of Requirements and Source Code during Software Development,0,Alexander DelaterBarbara Paech,Requirements Engineering: Foundation for Software Quality,2013,,,,,,,,10.1007/978-3-642-37422-7_22,http://link.springer.com/chapter/10.1007/978-3-642-37422-7_22,
Towards Incorporation of Software Security Testing Framework in Software Development,0,Nor Hafeizah HassanSiti Rahayu SelamatShahrin SahibBurairah Hussin,Software Engineering and Computer Systems,2011,,,,,,,,10.1007/978-3-642-22170-5_2,http://link.springer.com/chapter/10.1007/978-3-642-22170-5_2,
Usability Reporting with UsabML,0,Johannes FeinerKeith Andrews,Human-Centered Software Engineering,2012,,,,,,,,10.1007/978-3-642-34347-6_26,http://link.springer.com/chapter/10.1007/978-3-642-34347-6_26,
Considering Polymorphism in Change-Based Test Suite Reduction,0,Ali ParsaiQuinten David SoetensAlessandro MurgiaSerge Demeyer,"Agile Methods. Large-Scale Development, Refactoring, Testing, and Estimation",2014,,,,,,,,10.1007/978-3-319-14358-3_14,http://link.springer.com/chapter/10.1007/978-3-319-14358-3_14,
Modeling the Effects of Project Management Strategies on Long-Term Product Knowledge,0,Martin HÃ¶st,Product-Focused Software Process Improvement,2012,,,,,,,,10.1007/978-3-642-31063-8_9,http://link.springer.com/chapter/10.1007/978-3-642-31063-8_9,
Extending OpenUP to Conform with the ISO Usability Maturity Model,0,AndrÃ©s RodrÃ­guez,Human-Centered Software Engineering,2014,,,,,,,,10.1007/978-3-662-44811-3_6,http://link.springer.com/chapter/10.1007/978-3-662-44811-3_6,
Discovering Software Process Deviations Using Visualizations,0,Anna-Liisa MattilaKari SystÃ¤Outi Sievi-KorteMarko LeppÃ¤nenTommi Mikkonen,Agile Processes in Software Engineering and Extreme Programming,2017,,,,,,,,10.1007/978-3-319-57633-6_18,http://link.springer.com/chapter/10.1007/978-3-319-57633-6_18,
Teaching Formal Methods: Lessons Learnt from Using Event-B,0,NÃ©stor CataÃ±o,Formal Methods Teaching,2019,,,,,,,,10.1007/978-3-030-32441-4_14,http://link.springer.com/chapter/10.1007/978-3-030-32441-4_14,
Crowdsourced Reverse Engineering: Experiences in Applying Crowdsourcing to Concept Assignment,0,Sebastian HeilValentin SiegertMartin Gaedke,Evaluation of Novel Approaches to Software Engineering,2019,,,,,,,,10.1007/978-3-030-22559-9_10,http://link.springer.com/chapter/10.1007/978-3-030-22559-9_10,
Understanding When to Adopt a Library: A Case Study on ASF Projects,0,Akinori IharaDaiki FujibayashiHirohiko SuwaRaula Gaikovina KulaKenichi Matsumoto,Open Source Systems: Towards Robust Practices,2017,,,,,,,,10.1007/978-3-319-57735-7_13,http://link.springer.com/chapter/10.1007/978-3-319-57735-7_13,
Towards Building Method Level Maintainability Models Based on Expert Evaluations,0,PÃ©ter HegedÅ±sGergely LadÃ¡nyiIstvÃ¡n SiketRudolf Ferenc,"Computer Applications for Software Engineering, Disaster Recovery, and Business Continuity",2012,,,,,,,,10.1007/978-3-642-35267-6_19,http://link.springer.com/chapter/10.1007/978-3-642-35267-6_19,
A Learning Management System Accessible for Visual,0,Marcos NascimentoThiago OliveiraNelson LimaRenato RamosLidiane SilvaFrancisco OliveiraAnarosa BrandÃ£o,Hearing and Physical Impairments,2019,,,,,,,,10.1007/978-3-030-23560-4_35,http://link.springer.com/chapter/10.1007/978-3-030-23560-4_35,
Designing ABA-Based Software for Low-Functioning Autistic Children,0,Silvia ArtoniMaria Claudia BuzziMarina BuzziFabio CeccarelliClaudia FeniliBeatrice RapisardaMaurizio Tesconi,"Advances in New Technologies, Interactive Interfaces and Communicability",2012,,,,,,,,10.1007/978-3-642-34010-9_22,http://link.springer.com/chapter/10.1007/978-3-642-34010-9_22,
Visual vs. DOM-Based Web Locators: An Empirical Study,0,Maurizio LeottaDiego ClerissiFilippo RiccaPaolo Tonella,Web Engineering,2014,,,,,,,,10.1007/978-3-319-08245-5_19,http://link.springer.com/chapter/10.1007/978-3-319-08245-5_19,
Are Your Requirements Covered?,0,Richard Mordinyi,Software Quality: Methods and Tools for Better Software and Systems,2018,,,,,,,,10.1007/978-3-319-71440-0_6,http://link.springer.com/chapter/10.1007/978-3-319-71440-0_6,
Extending Participatory Design Principles to Structured User-Generated Content,0,Roman LukyanenkoJeffrey Parsons,Nordic Contributions in IS Research,2015,,,,,,,,10.1007/978-3-319-21783-3_17,http://link.springer.com/chapter/10.1007/978-3-319-21783-3_17,
Change Impact Analysis of Feature Models,0,Paulius PaskeviciusRobertas DamaseviciusVytautas Å tuikys,Information and Software Technologies,2012,,,,,,,,10.1007/978-3-642-33308-8_10,http://link.springer.com/chapter/10.1007/978-3-642-33308-8_10,
An EF6 Code-First Approach Using MVC Architecture Pattern for Watershed Data Download,0,Rui GaoYanyun NianLu ChenQingguo Zhou,Visualization and Analysis System Development Based on CUAHSI-HIS,2016,,,,,,,,10.1007/978-981-10-0539-8_46,http://link.springer.com/chapter/10.1007/978-981-10-0539-8_46,
Applying Social Technology to Business Process Lifecycle Management,0,Paul MathiesenJason WatsonWasana BandaraMichael Rosemann,Business Process Management Workshops,2012,,,,,,,,10.1007/978-3-642-28108-2_23,http://link.springer.com/chapter/10.1007/978-3-642-28108-2_23,
Revealing Purity and Side Effects on Functions for Reusing Java Libraries,0,Jiachen YangKeisuke HottaYoshiki HigoShinji Kusumoto,Software Reuse for Dynamic Systems in the Cloud and Beyond,2014,,,,,,,,10.1007/978-3-319-14130-5_22,http://link.springer.com/chapter/10.1007/978-3-319-14130-5_22,
The Digital Thread in Industry 4.0,0,Tiziana MargariaAlexander Schieweck,Integrated Formal Methods,2019,,,,,,,,10.1007/978-3-030-34968-4_1,http://link.springer.com/chapter/10.1007/978-3-030-34968-4_1,
Smart Contracts for Container Based Video Conferencing Services: Architecture and Implementation,0,Sandi GecDejan LavbiÄMarko BajecVlado Stankovski,"Economics of Grids, Clouds, Systems, and Services",2019,,,,,,,,10.1007/978-3-030-13342-9_19,http://link.springer.com/chapter/10.1007/978-3-030-13342-9_19,
A New Compact Optical System Proposal and Image Quality Comparison Against Other Affordable Non-mydriatic Fundus Cameras,0,David MeloFilipe SoaresSimÃ£o FelgueirasJoÃ£o GonÃ§alvesPedro Vieira,Biomedical Engineering Systems and Technologies,2019,,,,,,,,10.1007/978-3-030-29196-9_2,http://link.springer.com/chapter/10.1007/978-3-030-29196-9_2,
Software Vulnerability Life Cycles and the Age of Software Products: An Empirical Assertion with Operating System Products,0,Jukka RuohonenSami HyrynsalmiVille LeppÃ¤nen,Advanced Information Systems Engineering Workshops,2016,,,,,,,,10.1007/978-3-319-39564-7_20,http://link.springer.com/chapter/10.1007/978-3-319-39564-7_20,
Organizing Knowledge on Nonverbal Communication Mediated Through Haptic Technology,0,Hector M. Camarillo-AbadJ. Alfredo SÃ¡nchezOleg Starostenko,Human-Computer Interaction,2019,,,,,,,,10.1007/978-3-030-37386-3_20,http://link.springer.com/chapter/10.1007/978-3-030-37386-3_20,
Empowering the Knowledge Worker: End-User Software Engineering in Knowledge Management,0,Witold Staniszkis,Enterprise Information Systems,2015,,,,,,,,10.1007/978-3-319-29133-8_1,http://link.springer.com/chapter/10.1007/978-3-319-29133-8_1,
The Development and Validation of a Roadmap for Traceability,0,Gilbert ReganDerek FloodFergal Mc Caffery,Software Process Improvement and Capability Determination,2015,,,,,,,,10.1007/978-3-319-19860-6_5,http://link.springer.com/chapter/10.1007/978-3-319-19860-6_5,
Leveraging Cyber-Physical System Honeypots to Enhance Threat Intelligence,0,Michael Haney,Critical Infrastructure Protection XIII,2019,,,,,,,,10.1007/978-3-030-34647-8_11,http://link.springer.com/chapter/10.1007/978-3-030-34647-8_11,
Design of a (Yet Another?) DevOps Course,0,Alfredo CapozuccaNicolas GuelfiBenoÃ®t Ries,Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment,2019,,,,,,,,10.1007/978-3-030-06019-0_1,http://link.springer.com/chapter/10.1007/978-3-030-06019-0_1,
BIM: A Methodology to Transform Business Processes into Software Systems,0,Francisco J. DuarteRicardo J. MachadoJoÃ£o M. Fernandes,Software Quality. Process Automation in Software Development,2012,,,,,,,,10.1007/978-3-642-27213-4_4,http://link.springer.com/chapter/10.1007/978-3-642-27213-4_4,
Flow,0,Kati KuusinenHelen PetrieFabian FagerholmTommi Mikkonen,Intrinsic Motivation,2016,,,,,,,,10.1007/978-3-319-33515-5_9,http://link.springer.com/chapter/10.1007/978-3-319-33515-5_9,
Designing Safe and Secure Embedded and Cyber-Physical Systems with SysML-Sec,0,Ludovic ApvrilleYves Roudier,Model-Driven Engineering and Software Development,2015,,,,,,,,10.1007/978-3-319-27869-8_17,http://link.springer.com/chapter/10.1007/978-3-319-27869-8_17,
On a Different Level of Team,0,Johanna Hunt,Agile Processes in Software Engineering and Extreme Programming,2015,,,,,,,,10.1007/978-3-319-18612-2_25,http://link.springer.com/chapter/10.1007/978-3-319-18612-2_25,
AeroFX - Native Themes for JavaFX,0,Matthias MeidingerHendrik EbbersChristian Reimann,Information and Software Technologies,2015,,,,,,,,10.1007/978-3-319-24770-0_45,http://link.springer.com/chapter/10.1007/978-3-319-24770-0_45,
CrimeFighter: A Toolbox for Counterterrorism,0,Uffe Kock WiilNasrullah MemonJolanta Gniadek,"Knowledge Discovery, Knowlege Engineering and Knowledge Management",2011,,,,,,,,10.1007/978-3-642-19032-2_25,http://link.springer.com/chapter/10.1007/978-3-642-19032-2_25,
On Industrial Strength Bio-design Automation,0,Wolf-Ekkehard MatzkeChris P. BarnesEyck JentzschThorsten MascherMichael Stumpf,"Information and Communication Technologies in Education, Research, and Industrial Applications",2014,,,,,,,,10.1007/978-3-319-13206-8_14,http://link.springer.com/chapter/10.1007/978-3-319-13206-8_14,
The Evolution of Design Pattern Grime: An Industrial Case Study,0,Daniel FeitosaParis AvgeriouApostolos AmpatzoglouElisa Yumi Nakagawa,Product-Focused Software Process Improvement,2017,,,,,,,,10.1007/978-3-319-69926-4_13,http://link.springer.com/chapter/10.1007/978-3-319-69926-4_13,
A Lean Automotive E/E-System Design Approach with Open Toolbox Access,0,Harald Sporer,"Systems, Software and Services Process Improvement",2015,,,,,,,,10.1007/978-3-319-24647-5_4,http://link.springer.com/chapter/10.1007/978-3-319-24647-5_4,
Q-Rapids: Quality-Aware Rapid Software Development â€“ An H2020 Project,0,Lidia LÃ³pezMarc Oriol,Product-Focused Software Process Improvement,2019,,,,,,,,10.1007/978-3-030-35333-9_46,http://link.springer.com/chapter/10.1007/978-3-030-35333-9_46,
Empowering Continuous Delivery in Software Development: The DevOps Strategy,0,Clauirton SiebraRosberg LacerdaItalo CerqueiraJonysberg P. QuintinoFabiana FlorentinFabio B. Q. da SilvaAndre L. M. Santos,Software Technologies,2019,,,,,,,,10.1007/978-3-030-29157-0_11,http://link.springer.com/chapter/10.1007/978-3-030-29157-0_11,
What Are Real JSON Schemas Like?,0,Benjamin MaiwaldBenjamin RiedleStefanie Scherzinger,Advances in Conceptual Modeling,2019,,,,,,,,10.1007/978-3-030-34146-6_9,http://link.springer.com/chapter/10.1007/978-3-030-34146-6_9,
Authoring IEC 61508 Based Software Development Process Models,0,Ivan PorresJeanette HeidenbergMax WeijolaKristian NordmanDragos Truscan,Product-Focused Software Process Improvement,2013,,,,,,,,10.1007/978-3-642-39259-7_22,http://link.springer.com/chapter/10.1007/978-3-642-39259-7_22,
A Personality Based Design Approach Using Subgroup Discovery,0,Kay BehrenbruchMartin AtzmÃ¼llerChristoph EversLudger SchmidtGerd StummeKurt Geihs,Human-Centered Software Engineering,2012,,,,,,,,10.1007/978-3-642-34347-6_16,http://link.springer.com/chapter/10.1007/978-3-642-34347-6_16,
HactarV2: An Agent Team Strategy Based on Implicit Coordination,0,Marc DekkerPieter HameeteMichiel HegemansSebastiaan LeysenJoris van den OeverJeff SmitsKoen V. Hindriks,Programming Multi-Agent Systems,2012,,,,,,,,10.1007/978-3-642-31915-0_10,http://link.springer.com/chapter/10.1007/978-3-642-31915-0_10,
Generation of Inductive Types from Ecore Metamodels,0,JÃ©rÃ©my BuissonSeidali Rehab,Model-Driven Engineering and Software Development,2019,,,,,,,,10.1007/978-3-030-11030-7_14,http://link.springer.com/chapter/10.1007/978-3-030-11030-7_14,
Web Tool as a Virtual Museum of Ancient Archaeological Ruins in Peru,0,Eva Savina MalinverniRoberto PierdiccaFrancesca ColosiRoberto Orazi,"Augmented Reality, Virtual Reality, and Computer Graphics",2017,,,,,,,,10.1007/978-3-319-60928-7_25,http://link.springer.com/chapter/10.1007/978-3-319-60928-7_25,
QoE Testbed Infrastructure and Services: Enriching the End Userâ€™s Experience,0,Frances Cleary GrantEileen DillonGemma PowerThomas KaschwigAhmet Cihat TokerChristian HÃ¤mmerle,Testbeds and Research Infrastructures. Development of Networks and Communities,2011,,,,,,,,10.1007/978-3-642-17851-1_37,http://link.springer.com/chapter/10.1007/978-3-642-17851-1_37,
Control System Design of Soy Sauce Koji-Making Based on ARM,0,Min ZhangYuhua WuTing YangShijun Li,Computer and Computing Technologies in Agriculture X,2019,,,,,,,,10.1007/978-3-030-06155-5_19,http://link.springer.com/chapter/10.1007/978-3-030-06155-5_19,
Network based Kernel Density Estimation for Cycling Facilities Optimal Location Applied to Ljubljana,0,Nicolas Lachance-BernardTimothÃ©e ProduitBiba TomincMatej NikÅ¡iÄBarbara GoliÄnik MaruÅ¡iÄ‡,Computational Science and Its Applications - ICCSA 2011,2011,,,,,,,,10.1007/978-3-642-21887-3_11,http://link.springer.com/chapter/10.1007/978-3-642-21887-3_11,
The Essence Theory of Software Engineering â€“ Large-Scale Classroom Experiences from 450+ Software Engineering BSc Students,0,Kai-Kristian KemellAnh Nguyen-DucXiaofeng WangJuhani RiskuPekka Abrahamsson,Product-Focused Software Process Improvement,2018,,,,,,,,10.1007/978-3-030-03673-7_9,http://link.springer.com/chapter/10.1007/978-3-030-03673-7_9,
Analysis of Offloading as an Approach for Energy-Aware Applications on Android OS: A Case Study on Image Processing,0,Luis CorralAnton B. GeorgievAlberto SillittiGiancarlo SucciTihomir Vachkov,Mobile Web Information Systems,2014,,,,,,,,10.1007/978-3-319-10359-4_3,http://link.springer.com/chapter/10.1007/978-3-319-10359-4_3,
An Exploratory Study on Software Products and Development Organizations in New Zealand,0,Di WangMatthias Galster,Product-Focused Software Process Improvement,2018,,,,,,,,10.1007/978-3-030-03673-7_10,http://link.springer.com/chapter/10.1007/978-3-030-03673-7_10,
Based on Android Music Player,0,Xu DaweiNie Chunyan,Software Engineering and Knowledge Engineering: Theory and Practice,2012,,,,,,,,10.1007/978-3-642-29455-6_64,http://link.springer.com/chapter/10.1007/978-3-642-29455-6_64,
Software Engineering Needs Agile Experimentation: A New Practice and Supporting Tool,0,Lech MadeyskiMarcin Kawalerowicz,Software Engineering: Challenges and Solutions,2017,,,,,,,,10.1007/978-3-319-43606-7_11,http://link.springer.com/chapter/10.1007/978-3-319-43606-7_11,
The Impact of a Mobile Information System on Changing Travel Behaviour and Improving Travel Experience,0,Tim SkelleyAbdallah NamounNikolay Mehandjiev,Mobile Web Information Systems,2013,,,,,,,,10.1007/978-3-642-40276-0_18,http://link.springer.com/chapter/10.1007/978-3-642-40276-0_18,
Ontology-Based Semantic Annotation of Documents in the Context of Patient Identification for Clinical Trials,0,Peter GeibelMartin TrautweinHebun ErdurLothar ZimmermannStefan KrÃ¼gerJosef SchepersKati JegzentisFrank MÃ¼llerChristian Hans NolteAnne BeckerMarkus FrickJochen SetzJan Friedrich ScheitzSerdar TÃ¼tÃ¼ncÃ¼Tatiana UsnichAlfred Holzgreve,On the Move to Meaningful Internet Systems: OTM 2013 Conferences,2013,,,,,,,,10.1007/978-3-642-41030-7_53,http://link.springer.com/chapter/10.1007/978-3-642-41030-7_53,
Business Object Centric Microservices Patterns,0,Adambarage Anuruddha Chathuranga De AlwisAlistair BarrosColin FidgeArtem Polyvyanyy,On the Move to Meaningful Internet Systems: OTM 2019 Conferences,2019,,,,,,,,10.1007/978-3-030-33246-4_30,http://link.springer.com/chapter/10.1007/978-3-030-33246-4_30,
Algorithmic Complexity of the Truck Factor Calculation,0,Christoph HannebauerVolker Gruhn,Product-Focused Software Process Improvement,2014,,,,,,,,10.1007/978-3-319-13835-0_9,http://link.springer.com/chapter/10.1007/978-3-319-13835-0_9,
Specification-Based Test Repair Using a Lightweight Formal Method,0,Guowei YangSarfraz KhurshidMiryung Kim,FM 2012: Formal Methods,2012,,,,,,,,10.1007/978-3-642-32759-9_37,http://link.springer.com/chapter/10.1007/978-3-642-32759-9_37,
A Domain Specific Language to Support HAZOP Studies of SysML Models,0,Arut Prakash KaleeswaranPeter MunkSamir SarkicThomas VogelArne Nordmann,Model-Based Safety and Assessment,2019,,,,,,,,10.1007/978-3-030-32872-6_4,http://link.springer.com/chapter/10.1007/978-3-030-32872-6_4,
Eight Paths of Innovations in a Lean Startup Manner: A Case Study,0,Mikko RaatikainenMarko KomssiHarri KiljanderLaura HokkanenJukka MÃ¤rijÃ¤rviOmar Mohout,Product-Focused Software Process Improvement,2016,,,,,,,,10.1007/978-3-319-49094-6_2,http://link.springer.com/chapter/10.1007/978-3-319-49094-6_2,
Engineering Web Applications Using Real-Time Collaborative Modeling,0,Peter de LangePetru NicolaescuRalf KlammaMatthias Jarke,Collaboration and Technology,2017,,,,,,,,10.1007/978-3-319-63874-4_16,http://link.springer.com/chapter/10.1007/978-3-319-63874-4_16,
A Knowledge Management Approach through Product Lifecycle Management Implementation: An Industrial Case Study,0,Ricardo MejÃ­a-GutiÃ©rrezCarolina MarroquÃ­nJuan David Giraldo-Gomez,Product Lifecycle Management for Society,2013,,,,,,,,10.1007/978-3-642-41501-2_28,http://link.springer.com/chapter/10.1007/978-3-642-41501-2_28,
Robot Unit Testing,0,Andreas BihlmaierHeinz WÃ¶rn,"Simulation, Modeling, and Programming for Autonomous Robots",2014,,,,,,,,10.1007/978-3-319-11900-7_22,http://link.springer.com/chapter/10.1007/978-3-319-11900-7_22,
Specification by Example with GUI Tests - How Could That Work?,0,Emily BacheGeoffrey Bache,Agile Processes in Software Engineering and Extreme Programming,2014,,,,,,,,10.1007/978-3-319-06862-6_26,http://link.springer.com/chapter/10.1007/978-3-319-06862-6_26,
Homotopy Type Theory in Lean,0,Floris van DoornJakob von RaumerUlrik Buchholtz,Interactive Theorem Proving,2017,,,,,,,,10.1007/978-3-319-66107-0_30,http://link.springer.com/chapter/10.1007/978-3-319-66107-0_30,
