Document Title,Title Level,Authors,Publication Title,Publication Year,Start Page,End Page,,>= 4,Abstract,Abstract level,Double-check by Tiago or Paulo,DOI,PDF Link,OBS
Low cost ambient monitoring using ESP8266,0,R. K. Kodali; K. S. Mahesh,2016 2nd International Conference on Contemporary Computing and Informatics (IC3I),2016,779,782,4,1,"A different language is different vision of life. Micropython is the open source scripting language and an interpreter that expresses the concepts in fewer lines of codes. This high level language possesses clear and expressive codes which is designed to respond to the actions. It is a lean and efficient implementation of python 3 programming language that comes with the quick language feedback and is optimized for interactive input to run on microcontroller or embedded systems. This functional and dynamic programming language is ported to ESP8266 board. The DHT11 sensor is interfaced with ESP8266 board to sense the ambient conditions like temperature and humidity. The dht module which is confined to DHT sensor is being imported to perform its programming task. The OLED display used here have dimensions of 128Ã—64, it has an I2C interface and can be driven by SSD1306 driver. Firstly, the library for the SSD1306 driver of the chip needs to be imported. The ESP8266 board have two connections, one with the DHT11 sensor to sense the temperature and humidity, and the second with OLED display to show the collected information of temperature and humidity from DHT11 sensor on to the screen. These all are implemented using lean and efficient Micropython language and thus it is easy to control hardware and connected devices using Micropython.",,,10.1109/IC3I.2016.7918788,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7918788,
ELSA-Py - Open-Source Extension for Communication and Data Management in Interactive Remote Experimentation Under Ilab Shared Architecture,1,T. S. Uhlmann; P. H. Dos Santos Sbais; L. A. Mendes,2018 13th APCA International Conference on Automatic Control and Soft Computing (CONTROLO),2018,247,252,6,1,"Paper depicts an architecture expansion for communication and data management that can be used in Remote Experimentation and Game-Based Learning. This architecture is compliant with iLab Shared Architecture and is based upon open source software and hardware, in particular low cost platforms such as the Raspberry Pi 3. It consists of three main entities: user-side interface, experiment-side (lab) application and, interconnecting both, the cloud server enhanced with the messaging intermediator. Architecture takes into account typical requirements for educational institutions, such as open-source technologies, remote systems usage management (service brokerage) and security. In trial implementations, three single-user, remotely operated experiments have been enabled using ELSA-Py, in which students will be able to practice concepts of lean production (LyMIE), object position control (Windball) and image calibration (TabRecon). The integration has been tested and the performance of ELSA-Py architecture as a tool do deploy educational remotely operated systems is discussed.",0,,10.1109/CONTROLO.2018.8514265,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8514265,
Predicting Release Time for Open Source Software Based on the Generalized Software Reliability Model,1,H. Washizaki; K. Honda; Y. Fukazawa,2015 Agile Conference,2015,76,81,6,1,"There is a significant challenge that how to predict the possible release date of the target software having enough reliability in agile development where incremental development and small software releases are key characteristics. Existing approaches targeting agile development usually use release backlogs for predicting and setting delivery windows, however these do not consider the reliability of software for release date prediction so that there is a possibility that software at the predicted release date have poor reliability. Previously we proposed a generalized software reliability model (GSRM) based on a stochastic process and compared it with other models to evaluate recent software developments. However, we, did not directly evaluate the accuracy of the predicted release time by model. In this paper, towards prediction of release dates in agile development, we focus on the release dates of open source software (OSS) developments and the number of detected issues (faults) since OSS developments comply well with the definition of the agile development in terms of incremental process and frequent releases We define the accuracy of the predicted release time using the given development terms and the number of issues. Additionally, we propose a method to evaluate the accuracy of the predicted release time. In the best case, GSRM shows only 0.572% Error Rate, which corresponds to a predicted release date of two days prior to the actual release date. We believe that our method should be applicable to agile developments too.",1,,10.1109/Agile.2015.19,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7284601,0
The gamification of Dynamic Spectrum Access & cognitive radio,0,P. D. Sutton; L. E. Doyle,2014 IEEE Global Engineering Education Conference (EDUCON),2014,107,113,7,1,"Current wireless research is dominated by the need to satisfy ever-increasing demands for high-speed mobile wireless data. To satisfy these demands, researchers employ flexible, agile software-based radio systems which efficiently use the resources available to them. Dynamic Spectrum Access (DSA) and cognitive radio are key concepts for achieving these research goals. This paper presents Spectrum Wars, a game designed to inform about DSA and cognitive radio but which has also proven to be an effective tool in educating about many of the basic principles of wireless telecommunications. The game pits two teams of players against each other to create and maintain wireless connections in a dynamic environment in order to transfer data as quickly as possible between a transmitter and receiver. Built upon Iris, an open-source framework for software radio, Spectrum Wars is freely available to be recreated, reused, expanded and improved. The paper explains the background of DSA and cognitive radio and gives an overview of the Iris framework. It discusses related work including the MANIAC challenge and the DARPA spectrum challenge before presenting the game itself, examining the feedback of players and exploring the possibilities for future work and improvement.",,,10.1109/EDUCON.2014.6826076,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6826076,
Multi-Perspective Visualization to Assist Code Change Review,1,C. Wang; X. Xie; P. Liang; J. Xuan,2017 24th Asia-Pacific Software Engineering Conference (APSEC),2017,564,569,6,1,"Change-based code review plays an important role in open-source project development. Due to the large amount of human involvement and tight time schedule, tools that can facilitate this activity would be of great help. Current tools mainly focus on difference extraction, code style examination, static analysis, comment and discussion, etc. However, there is little support to change impact analysis for code change review. In this paper, we serve this purpose by providing a change review assistance tool, namely, MultiViewer, for the most popular OSS GitHub. We define metrics to characterize code changes from multiple perspectives. Specifically, these metrics mine coupling relations among related files in the changes, as well as estimate the change effort, risk and impact. Such information is visualized by MultiViewer in two formats. We demonstrate the helpfulness of MultiViewer by showing its ability as indicators to some important project features with real-life case studies.",0,,10.1109/APSEC.2017.66,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305982,
The Prevalence of code Over Models: Turning it Around with Transparency,1,J. C. Sampaio do Prado Leite,2018 IEEE 8th International Model-Driven Requirements Engineering Workshop (MoDRE),2018,56,57,2,0,"Over the last ten years, there has been an increasing shift in software production from plandriven processes towards lean software processes. These lean processes are based either on agile strategies or in open source environments. One instance of this trend is the growing use of GitHub as a software construction platform. More and more, software developers are relying on text as representation and collaboration as a way of producing quality software. As such, the adoption of more abstract representations (model oriented), as the research community have been forecasting, is yet to happen. Taking a bias position, anchored on the concept of transparency as a quality, we look at the factors for the prevalence of code over models. We try to forecast possible ways to foster the use of models in software production. Our vision is based on bringing transparency to collaborative modeling.",1,,10.1109/MoDRE.2018.00013,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8501494,
Test Code Quality and Its Relation to Issue Handling Performance,1,D. Athanasiou; A. Nugroho; J. Visser; A. Zaidman,IEEE Transactions on Software Engineering,2014,1100,1125,26,1,"Automated testing is a basic principle of agile development. Its benefits include early defect detection, defect causelocalization and removal of fear to apply changes to the code. Therefore, maintaining high quality test code is essential. This study introduces a model that assesses test code quality by combining source code metrics that reflect three main aspects of test codequality: completeness, effectiveness and maintainability. The model is inspired by the Software Quality Model of the SoftwareImprovement Group which aggregates source code metrics into quality ratings based on benchmarking. To validate the model we assess the relation between test code quality, as measured by the model, and issue handling performance. An experiment isconducted in which the test code quality model is applied to $18$ open source systems. The test quality ratings are tested for correlation with issue handling indicators, which are obtained by mining issue repositories. In particular, we study the (1) defect resolution speed, (2) throughput and (3) productivity issue handling metrics. The results reveal a significant positive correlation between test code quality and two out of the three issue handling metrics (throughput and productivity), indicating that good test code quality positively influences issue handling performance.",0,,10.1109/TSE.2014.2342227,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6862882,
Implementation of mobile platform using Qt and OpenCV for image processing applications,0,R. S. Deepthi; S. Sankaraiah,2011 IEEE Conference on Open Systems,2011,284,289,6,1,"The new advancement in technology made mobile phone as smart phone with highly computing capabilities and low processing power. Currently, achieving real-time image processing routines such as convolution, thresholding, edge detection and some of the complex media applications is a challenging tasks embedded in smart phone, because of limited memory. An open software framework, Symbian OS is used in mobile devices to provide a good starting point for developing the multitasking kernel, integrated with communication protocols, data management and graphical user interface for reducing the total development time. To resolve the problems faced by the image processing applications in mobile phones a new application environment was developed. This environment provides the resources available in the operating system which runs on the hardware with complex image processing libraries. This paper presents the capture of an image from the printed media, applied to image processing algorithms to scaling and translation of the image, wipe out the noise, and detect the edges. Then the developed software chops the comics strip along border into individual units, store on the permanent memory and and display on the handset. The application Graphical User Interface was designed using Qt and Visual C++ Integrated Development Environment (IDE) for implementing image processing algorithm using Open Source Computer Vision Library (OpenCv). Many image processing methods pre-processes images, which are Set Region of Interest (ROI) crop, flattening with Gaussian Filter, RGB to Grey scale adaptation, Histogram equalization and Detect Border. This developed software integrated in mobiles by the cross compilation of Qt and the OpenCV software for windows XP Operating system. The result utilized the CANNY method in finding edges of the image using OpenCV. The integrated approach succeeded in mobile phone by detecting the edges, chopping the images to required format of individual units, then stored it using OpenCV and finally displayed on a mobile phone without any loss of image information. The impacts of memory latency, synchronization and the data management overhead are in significant manner.",,,10.1109/ICOS.2011.6079235,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6079235,
"A modern, lean deployment of EHR systems: Two lessons from meaningful use in the United States",0,A. Inoue; D. Zhou,"2016 5th International Conference on Informatics, Electronics and Vision (ICIEV)",2016,1179,1184,6,1,"Electronic Health Record (EHR) Systems dominate healthcare industries in many countries. In the United States, the Obama administration promotes EHR through a significant incentive program, so-called Meaningful Use. This paper shares two important lessons that the majority of stakeholders should have learned as of now, i.e. toward its last phase: (1) significant administrative overhead, and (2) understatement of open source technologies, and proposes a modern, lean deployment of EHR systems with a positive use of open source technologies as a better alternative. We believe that this lean deployment should resolve currently confronting financial and administrative issues while sustaining quality healthcare with its suppressed (or lower) cost.",,,10.1109/ICIEV.2016.7760186,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760186,
Multi-Objective Iteration Planning in Agile Development,1,W. H. A. Al-Zubaidi; H. K. Dam; M. Choetkiertikul; A. Ghose,2018 25th Asia-Pacific Software Engineering Conference (APSEC),2018,484,493,10,1,"An agile software project typically has a number of iterations (e.g. sprints in Scrum), in each of which the development team designs, implements, tests and delivers a distinct product increment. An important activity in agile development is iteration planning where the team needs to decide what should be done (in terms of issues or user stories) for the upcoming iteration. In this paper, we propose a multi-objective search-based approach to support the team in making such a decision. Our approach employs evolutionary techniques to iteratively generate candidate selections of issues for a given iteration, and search for the optimal selection(s). The search is guided simultaneously by two objectives: maximizing the business value which the team delivers in the iteration while maximizing the alignment with regard to the iteration's original goal. Our evaluation of 233 iterations from six large open source projects demonstrates the effectiveness of our approach.",0,,10.1109/APSEC.2018.00063,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719453,
Live digital forensics: Windows XP vs Windows 7,0,F. Gianni; F. Solinas,2013 Second International Conference on Informatics & Applications (ICIA),2013,1,6,6,1,"Over the last few years, analysing a computer or a digital device has become a necessity in the field of criminal investigations. Traditional digital forensics analysis includes static analysis, which concerns data that are permanently stored in devices, and live analysis, which regards data that are temporarily stored in equipments or that transit in networks. This paper proposes a live forensics analysis on two different operating systems: Windows XP and Windows Seven. The case study focuses on some common applications such as Skype, Google Talk and the browser Internet Explorer. The last software involves only those cases in which the browser is surfing on Facebook, Yahoo, Hotmail and Gmail. In addition, although many types of applications are payment software, one of the main objectives of this work has been the only use of the free software in order to prove the possibility to obtain the same results minimizing the costs.",,,10.1109/ICoIA.2013.6650220,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6650220,
Workload characterization for microservices,0,T. Ueda; T. Nakaike; M. Ohara,2016 IEEE International Symposium on Workload Characterization (IISWC),2016,1,10,10,1,"The microservice architecture is a new framework to construct a Web service as a collection of small services that communicate with each other. It is becoming increasingly popular because it can accelerate agile software development, deployment, and operation practices. As a result, cloud service providers are expected to host an increasing number of microservices that can generate significant resource pressure on the cloud infrastructure. We want to understand the characteristics of microservice workloads to design an infrastructure optimized for microservices. In this paper, we used Acme Air, an open-source benchmark for Web services, and analyzed the behavior of two versions of the benchmark, microservice and monolithic, for two widely used language runtimes, Node.js and Java. We observed a significant overhead due to the microservice architecture; the performance of the microservice version can be 79.2% lower than the monolithic version on the same hardware configuration. On Node.js, the microservice version consumed 4.22 times more time in the libraries of Node.js than the monolithic version to process one user request. On Java, the microservice version also consumed more time in the application server than the monolithic version. We explain these performance differences from both hardware and software perspectives. We discuss the network virtualization in Docker, an infrastructure for microservices that has nonnegligible impact on performance. These findings give clues to develop optimization techniques in a language runtime and hardware for microservice workloads.",,,10.1109/IISWC.2016.7581269,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7581269,
Teaching an Undergraduate Software Engineering Course using Active Learning and Open Source Projects,1,M. Dorodchi; E. Al-Hossami; M. Nagahisarchoghaei; R. S. Diwadkar; A. Benedict,2019 IEEE Frontiers in Education Conference (FIE),2019,1,5,5,1,"This work in progress presents a model for first undergraduate software engineering course as a core course of the computer science curriculum. The course is designed to be offered in the fourth or fifth semesters (i.e., end of sophomore or beginning of the junior year) for students who have completed the introductory programming and data structures courses. In addition, they may have some basic knowledge of databases and web technologies. Moreover, in our curriculum, students at this level have not been exposed to any codebase of real-world application and particularly of large size (>10,000 lines) codebases yet. Based on such situations, the major focus of this course is on teaching the fundamentals of software engineering as a methodology of developing real-world software with an emphasis on: 1) software systems in the enterprise level, 2) basic modeling using functional, flow, and behavioral diagrams, and 3) team-based agile project development. The paper discusses our novel course configuration of the three emphasized elements above, where students work with open source software in this class as part of course activities and assignments to simulate working on an enterprise project and learn agile development Our observation as well as our industry partners indicated that students enjoy the open source challenges and demonstrate professional competency after this course. Our initial findings include a positive impact of open source and team work on our students.",1,,10.1109/FIE43999.2019.9028517,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028517,0
Towards the establishment of an agile method for OERs development and delivery,1,M. M. Arimoto; E. F. Barbosa,2013 IEEE Frontiers in Education Conference (FIE),2013,541,547,7,1,"Open Educational Resources (OERs) have been emerged as an important mechanism for democratization of access to education. In fact, the free and open distribution of these resources contributes with the dissemination of knowledge and facilitates the access to information, benefiting the society as a whole. Similar to software, the development of OERs requires the application of appropriate methods and practices to ensure the productivity and quality of the resulting products. Agile methods seem to be an interesting approach in this perspective. However, initiatives to foster the development and delivery of quality and reliable OERs, according to agile principles and with reduced costs, are still incipient. In our work we discuss the establishment of an agile method for the development and delivery of OERs. The proposed method is based on the main characteristics, practices and principles of well-known agile methods for software. To illustrate our ideas, the method is discussed in terms of its application in the development of an OER in the FLOSS (Free / Libre and Open Source Software) domain.",1,,10.1109/FIE.2013.6684882,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6684882,0
Patterns of a cooperative malware analysis workflow,0,D. Plohmann; S. Eschweiler; E. Gerhards-Padilla,2013 5th International Conference on Cyber Conflict (CYCON 2013),2013,1,18,18,1,"In recent years, an ever-increasing number of IT security incidents have been observed, often involving malicious software. In order to cope with the threat posed, it is essential to have a structured analysis workflow for assessment and mitigation. In this paper, we give a thorough explanation of the malware analysis workflow specified and employed by our team of analysts. It was deducted from observed work patterns and best practices with a strong focus on enabling collaboration, i.e. analyses conducted by multiple analysts in parallel in order to achieve a speed-up. The proposed workflow starts at the point where one or more malware samples have already been extracted. It consists of four phases as a whole, each with its own goals, constraints, and abort conditions. The first phase aims at gaining an overview of the current situation and specifying goals of the analysis and their respective priorities. The second phase features a preliminary analysis used to sharpen the picture of the threat, using methods of Open Source Intelligence (OSINT) and automated tools in order to obtain a quick assessment enabling first mitigation. In addition, one objective is to facilitate and prepare a more granular dissection of the malware sample, e.g. by unpacking and deobfuscation. The third phase comprises an in-depth analysis relying heavily on reverse engineering of selected parts of the malware. The selection may be influenced by earlier findings or focus on prominent aspects like nesting, functionality, or communication protocols. The final phase builds upon the results of the preceding phases, leading to tailored mitigation concepts for the specimen analysed. For each of the proposed phases, we give an overview of potential key tools, e.g. helping to gain information or improve collaboration. On a higher level, we highlight challenges to cooperative analysis and our approach to handle them. In this regard, the workflow contains adoptions of principles known from agile software development methodologies. For example, Scrum is used for management of tasks and coordination, aiding the creation of a reproducible and reliable chain of results.",,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6568385,
Plagiarism detection using free-text fingerprint analysis,0,M. Elkhidir; M. M. Ibrahim; T. A. Khalid; S. Ibrahim; M. Awadalla,2015 World Symposium on Computer Networks and Information Security (WSCNIS),2015,1,4,4,1,"Plagiarism generally defined as using other people's ideas or work and representing it as one's own original work. Free-text plagiarism detection is an application based on analyzing the texts contained in researches, thesis, scientific reports and also literary products, these analyzed data will be used to compare a group of documents to find out how much these documents are similar. This paper proposes a Free Text Plagiarism Detection Software (FTPDS); which is a software tool that uses documents' fingerprints to detect the likelihood that the documents are plagiarized from each other. The system is able to detect plagiarism between two given documents, given document and group of local documents, and between given document and online available documents. Agile software methodology was used to develop the software and some open source libraries were manipulated and used to search the internet and read PDF documents respectively. The speed of the detection process, the inaccurate detection of the same file and the lag of online search and downloading are stated as future work aspects. Source in this paper means the suspected document which we want to detect the amount of plagiarized data contained in it. The target is the document which is probably the document where the author plagiarized the data from it and claimed that he\she owns that data.",,,10.1109/WSCNIS.2015.7368306,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7368306,
SoReady: An Extension of the Test and Defect Coverage-Based Analytics Model for Pull-Based Software Development,0,S. M. Syed-Mohamad; N. S. Md. Akhir,2019 26th Asia-Pacific Software Engineering Conference (APSEC),2019,9,14,6,1,"Pull-based software development is a distributed development model that offers an opportunity to review a pull request before it gets merged into the main repository. A pull request addresses new features, bug fixing, and maintenance issues submitted by both integrators or contributors. It appears that many empirical studies are conducted to discover how pull request evaluation is done, and to our knowledge, limited research exists for assessing release readiness of pull requests. Studies also reported that the failure rate of pull-requests rapidly increases when there are many forks created. It is therefore, questions worth exploring are whether the code review really contributing to the code quality, and how to determine the release readiness of pull requests? In our previous work, test and defect coverage-based analytics model (TDCAM) has been proven to be suitable to determine the readiness of releases for software that is rapidly evolving, in which this is also a characteristic of pull-based software development. In this paper, the TDCAM has been extended to include pull request coverage indicators. The proposed model, namely as SoReady and the visualization analysis presented herein has enabled five developers in a commercial setting to make informed and evidence-based decisions regarding the test status of each pull request and overall reliability of an open source software through a prototype dashboard.",,,10.1109/APSEC48747.2019.00011,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945520,
Continuous Testing in the Development of IoT Applications,0,L. G. GuÅŸeilÄƒ; D. Bratu; S. Moraru,2019 International Conference on Sensing and Instrumentation in IoT Era (ISSI),2019,1,6,6,1,"Internet-of-Things has evolved with the increased volume of data of interconnecting the physical world to the Internet. Cloud provides the underlying power for IoT to become a disrupting technology, revolutionizing the cloud, as we know it. IoT applications need to adapt frequently and rapidly to new requests. Increasing competition and rapidly changing market needs require from nowadays companies' flexibility and fast time to market of their products. To achieve these goals more and more organizations are relying on new IT technologies and software development processes. Though there are many publications around DevOps as a methodology and the use of a process for continuous integration and continuous development, there are fewer solutions provided which incorporate a software delivery pipeline incorporating all processes: continuous business planning, agile development, continuous integration, continuous deployment and continuous testing. The paper proposes a DevOps architecture and agile tools to be used in the implementation of a fully integrated DevOps pipeline based on open-source. Furthermore, continuous testing is covering test best practices and methods, which along with the DevOps pipeline can be widely implemented in any cloud environment, regardless of the cloud provider chosen.",,,10.1109/ISSI47111.2019.9043692,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9043692,
Learning scrum by doing real-life projects,1,M. Villavicencio; E. NarvÃ¡ez; E. Izquierdo; J. Pincay,2017 IEEE Global Engineering Education Conference (EDUCON),2017,1450,1456,7,1,"Being Scrum the agile software development framework most commonly used in the software industry, its applicability is attracting great attention to the academia. That is why this topic is quite often included in computer science and related university programs. In this article, we present a course design of a Software Engineering course where an educational framework and an open-source agile project management tool were used to develop real-life projects by undergraduate students. During the course, continuous guidance was given by the teaching staff to facilitate the students' learning of Scrum. Results indicate that students find it easy to use the open-source tool and helpful to apply Scrum to a real-life project. However, the unavailability of the client and conflicts among the team members have negative impact on the realization of projects. The guidance given to students along the course helped identify five common issues faced by students through the learning process.",1,,10.1109/EDUCON.2017.7943039,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7943039,0
SFRAT â€“ An Extendable Software Reliability Assessment Tool,1,A. Nikora; L. Fiondella; T. Wandji,2018 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2018,65,70,6,1,"Since its release in the mid-1990s, the Microsoft Windows-based software reliability modeling tool CASRE has been downloaded over 3000 times from the Open Channel Foundation's website. It was also included on the CDROM distributed with the Handbook of Software Reliability Engineering (M. Lyu, ed). In the years since it was first released, however, CASRE has become more difficult to use. This is mainly because there have been no updates since 2000. The last version of Windows on which CASRE would reliably execute was Windows XP, and since it was developed explicitly for Windows, it is not feasible to run it on other platforms. Software development and acquisition organizations continued to be interested in using tools of the same type as CASRE. In 2013, the U.S. Naval Air Systems Command (NAVAIR) contacted the authors at the Jet Propulsion Laboratory and the University of Massachusetts to determine whether a) CASRE could be modified to run in contemporary environments, or b) whether a new tool with the same functionality as CASRE could be developed with modern programming languages and techniques. After weighing the alternatives, a decision was made to develop a new tool rather than updating CASRE. There were several reasons for which this decision was made. First of all, CASRE had been developed with the programming languages available at the time, in this case C and Fortran. Developing a new tool would allow use of modern, expressive languages and development environments that were particularly well suited to the statistical modeling domain (e.g., R, RStudio). Developing a new tool would also allow us to implement it so that it would run in modern operating environments, specifically Windows, Mac OS, Unix, and Linux. This last design decision would make it possible for users who would not have been able to run CASRE to use the new tool. We wanted to address the difficulty of adding new models to CASRE, since it was not architected for ease of modification. We wanted to develop a tool for which it would be easy to add new models and model evaluation techniques (e.g., prequential likelihood ratio, Akaike Information Criterion). This would enable organizations already using software reliability modeling to manage their testing to place the models they were using into a common framework, making it easier to evaluate multiple sets of results to gain additional insight into their testing process. Researchers would also gain an advantage by having a common framework in which to work with multiple models, analyze their results, and identify relationships among them. Finally, this would make it practical to distribute as open-source software, to which contributors could add new models and evaluation techniques as they were developed by the research community and validated by practitioners. We have used these ideas to develop the Software Failure and Reliability Assessment Tool (SFRAT). It is implemented in R, uses the Shiny user interface package, and will run in any environment in which R and RStudio can run. We intend for it to be an open-source tool with a mechanism for contributors to add new capabilities. Our hope is that distributing SFRAT as open-source software will allow it to retain currency in the software reliability practice and research communities.",0,,10.1109/ISSREW.2018.00-29,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8539165,
Educational trends in software engineering: a systematic review study,0,N. D. Acosta; M. B. Garcia; J. B. Romero; A. L. Sevillano; N. F. Paez; O. Roa,2019 Congreso Internacional de InnovaciÃ³n y Tendencias en Ingenieria (CONIITI ),2019,1,4,4,1,"Although there is an updated knowledge's body in software engineering, even so the curricular guides must be updated periodically. This article presents a systematic review study, which addresses the need to provide suggestions regarding the issues that should be emphasized in the area of software engineering in the systems and computer engineering program at the Catholic University of Colombia. 20 themes were identified, presented in 855 selected studies and which are studied in 50 articles, at a minimum. The most studied topic is related to software design (91.5%), followed by software development in (58%), testing and software quality in (55.5%), open source software in (33.5%), software architecture (23%), web technologies (22%), agile methodologies (18.5%), software project management (16%), software development processes (12%)), C & C ++ programming language (11%), programming languages, object-oriented programming and graphical user interface (10%), Java programming language (9%), prototype-based software development in (8.5%), requirements, standards and computer-aided software engineering in (8%), mobile software and cloud services in a (7%). The results indicate the top 20 of the essential topics in a curriculum of the software engineering area.",,,10.1109/CONIITI48476.2019.8960866,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8960866,
Prioritizing and optimizing risk factors in agile software development,1,R. Agrawal; D. Singh; A. Sharma,2016 Ninth International Conference on Contemporary Computing (IC3),2016,1,7,7,1,"To ensure success and quality of a software, early identification and prioritization of the risk is necessary. Risk impacts the cost and duration for of a software. As agile practices of software development prevail over traditional software development, so they are used in present scenario. This paper proposes an Agile based Risk Rank (AR-Rank) method for the prioritization of risk factors in agile software development. To reduce the impact of risks, the proposed method provides precedence ranking of risk factors from high to low. Therefore, the goal of proposed method is to provide minimum risk-free software on time with varying degree of flexibility. For optimization of risk factors, the Particle Swarm Optimization (PSO) is applied as an iterative approach. The proposal is compared proposed with various prevalent approaches as proposed in past.",0,,10.1109/IC3.2016.7880232,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7880232,
Highly scalable model for tests execution in cloud environments,0,B. P. Gopularam; C. B. Yogeesha; P. Periasamy,2012 18th International Conference on Advanced Computing and Communications (ADCOM),2012,54,58,5,1,"Cloud computing works on various service models like SaaS, PaaS, IaaS. The enterprises outsource data and computation to cloud and benefit from cloud computing unique attributes like abundant storage, network and compute. This paradigm also brings forth many challenges for data security and access control. Many organizations are choosing Cloud platforms for software development/testing, particularly teams based on agile software development need faster software integration. As cloud turns out to be cost-effective and performance intensive it remains as obvious choice for organizations. In this paper we provide an efficient model for software testing which leverages cloud environment and supports rigorous requirements of agile development model viz., continuous build integration and we provide an approach to run automation testcases easily (particularly User Interface automation testcases). The regression tests developed as part of software lifecycle can be executed either on-demand or selectively based on tags provided. The proposed model scales well to accommodate any number of testcases can be run flexibly. Surprisingly our model input is a single CSV (comma separated file) with test case information. The proposed model takes care of automatic segregation of the testcases into test suites and then executes them individually either parallel or serially based on configuration. We rely on Jenkins tool (an open source build management tool) for creating required jobs and scheduling. The proposed model of Tests execution is extremely useful in high demanding agile environments where feature development is many times faster than traditional water fall model. The approach also takes advantage of virtualized environment for tests execution compared to traditional hardware.",,,10.1109/ADCOM.2012.6563584,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6563584,
"Mother and children health reporting system: Innovative information system application in the rural West Bandung Area, Indonesia, by using multimodal communications systems",0,A. Faried; A. B. Sutiono; T. Djuwantono; M. Z. Arifin; F. F. Wirakusumah; S. A. Yuniarto; H. Hariyanto; Y. T. Jayadi,"2015 4th International Conference on Instrumentation, Communications, Information Technology, and Biomedical Engineering (ICICI-BME)",2015,202,207,6,1,"Objectives: Digitalization of maternal and post-natal care system (DigiMAPS) is a system consist of electronic medical record for mother and children health (KIA) also for tele-consultation facility called â€œTele-Obgynâ€. Our project focuses on the development of KIA Online and a cloud computing-based video conferencing as a basis of Tele-Obgyn platform. The web-based network allows online access not only among primary health care but also between government and private institution. DigiMAPS platform is designed to meet the needs of database management and its interphase with other services that are responsible for data acquisition and visualization. Methods: DigiMAPS combines the open-source flexible system design that benefits for implementation and development needs as well as support for mobile devices to enable high quality of patient care. The system has been developed gradually following lean-innovation management concept which focuses on customer-problem-solution matching with rapid prototyping and validation from idea to solution. There was significant effort to establish a close relationship and learning process with prospective users of DigiMAPS, hence in the broader perspective we used a participatory research approach. DigiMAPS act as central-portal and -data base in the communication information system (ICT), designed to compile patient report paperless and equipped with tele-consultation. Results: DigiMAPS developed for a variety of administrative processes. This system will simplify the work process and can be integrated with primary health care system, Health Department and the Ministry of Health. A good ICT will be useful in collecting clinical information than conventional paper-based reporting system and to minimize errors in the reporting chain. Conclusions: By using lean innovation management, several inputs are gathered from prospective users including health authority, head of local clinics, midwifes, obgyn doctors, and public health staffs. Our system may bridging gap between clinical needs and digital documentation, telemedicine-monitoring and improve the quality of patient care, facilitate communication within both the scope of the internal (primary health care) and external (stakeholders and follow-up), increasing productivity and reduce overall expenses.",,,10.1109/ICICI-BME.2015.7401363,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7401363,
Encryption and decryption implementation in Java based on Poco libraries,0,W. Fei; L. Ming; H. Fangming,2011 International Conference on Electrical and Control Engineering,2011,3020,3023,4,1,"The conventional Java based method of data encryption and decryption exists such problems as low efficiency and complicated programming. To resolve these problems, an efficient implementation which combines the third-party open source Poco library with JNI is proposed in this paper. Developers can create their C++ function library using Poco and finally generate a dynamic link library file, then Java will call the needed functions by mean of JNI. The implementation is highly portable and available on many different operation systems and has passed the testing on Windows XP as well as Ubuntu. Different implementations are compared in efficiency, the result shows that the performance improves significantly.",,,10.1109/ICECENG.2011.6057988,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6057988,
